fy,month,year,source,allocated,designated,lottiemoon,anniearmstrong,other_designated
2017-2018,Apr,2018,Arkansas,935517.69,843450.47,322084.72,499701.5,21664.25
2017-2018,Apr,2018,California,180286.57,228442.35,198798.18,27924.73,1719.44
2017-2018,Apr,2018,Colorado,63669.22,78828.88,63710.51,13662.25,1456.12
2017-2018,Apr,2018,Dakota,6764.76,1428.0,305.0,1123.0,0.0
2017-2018,Apr,2018,D. C.,1448.26,1345.5,1172.5,173.0,0.0
2017-2018,Apr,2018,Florida,1271365.6,444051.68,351531.32,70540.72,21979.64
2017-2018,Apr,2018,Georgia,1376528.93,1164136.28,811496.13,222898.91,129741.24
2017-2018,Apr,2018,Hawaii Pacific,108609.13,194995.41,154303.34,26756.07,13936.0
2017-2018,Apr,2018,Illinois,194681.98,118983.85,45431.45,69756.88,3795.52
2017-2018,Apr,2018,Indiana,19731.27,107268.73,18350.83,88332.28,585.62
2017-2018,Apr,2018,Iowa,0.0,0.0,0.0,0.0,0.0
2017-2018,Apr,2018,Kansas-Nebraska,61569.55,61463.29,10945.08,49037.35,1480.86
2017-2018,Apr,2018,Kentucky,865644.72,511762.29,392773.9,88980.11,30008.28
2017-2018,Apr,2018,Louisiana,600769.97,586846.07,101243.52,476135.77,9466.78
2017-2018,Apr,2018,Maryland-Delaware,129912.57,106897.64,42823.6,62780.04,1294.0
2017-2018,Apr,2018,Michigan,26765.01,15128.75,5436.04,8937.71,755.0
2017-2018,Apr,2018,Minnesota-Wisconsin,20537.28,6398.71,4780.43,1310.0,308.28
2017-2018,Apr,2018,Mississippi,980402.92,664147.73,531325.24,126908.58,5913.91
2017-2018,Apr,2018,Missouri,453114.69,322566.31,194994.95,113485.8,14085.56
2017-2018,Apr,2018,Montana,15078.14,5707.01,1207.0,4270.01,230.0
2017-2018,Apr,2018,Nevada,48716.96,3873.49,2907.81,902.68,63.0
2017-2018,Apr,2018,New England,33182.93,70909.85,61946.73,8783.79,179.33
2017-2018,Apr,2018,New Mexico,57624.27,149681.03,145802.29,2853.24,1025.5
2017-2018,Apr,2018,New York,10185.34,0.0,0.0,0.0,0.0
2017-2018,Apr,2018,North Carolina,880039.51,1500665.6,1246261.47,234768.71,19635.42
2017-2018,Apr,2018,Northwest,55458.5,35342.17,13385.52,20917.27,1039.38
2017-2018,Apr,2018,Ohio,179601.29,175106.21,29034.74,135536.34,10535.13
2017-2018,Apr,2018,Oklahoma,667667.61,966201.42,696090.3,262258.49,7852.63
2017-2018,Apr,2018,Pennsylvania-South Jersey,28153.82,28405.01,15101.8,12857.73,445.48
2017-2018,Apr,2018,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2017-2018,Apr,2018,South Carolina,953445.8,1093649.58,865028.84,208668.1,19952.64
2017-2018,Apr,2018,Tennessee,1274109.91,722624.21,538272.61,140369.18,43982.42
2017-2018,Apr,2018,Texas - BGCT,783133.58,846111.35,700799.19,102173.01,43139.15
2017-2018,Apr,2018,Texas - SBTC,1429200.14,881062.79,629319.51,144880.15,106863.13
2017-2018,Apr,2018,Utah - Idaho,12397.21,22114.33,17347.44,4121.89,645.0
2017-2018,Apr,2018,Virginia - BGAV,93731.25,372926.44,318011.49,54321.68,593.27
2017-2018,Apr,2018,Virginia - SBCV,354867.77,392665.83,146398.91,243627.48,2639.44
2017-2018,Apr,2018,West Virginia,46039.17,56649.47,29612.92,25052.7,1983.85
2017-2018,Apr,2018,Wyoming,8244.33,3750.75,1625.7,1899.09,225.96
2017-2018,Apr,2018,Churches & Individuals,310840.63,656430.95,71864.41,51899.93,532666.61
2017-2018,May,2018,Alabama,1445296.18,1730104.7,253228.63,1442771.38,34104.69
2017-2018,May,2018,Alaska,19572.34,33684.43,8944.86,24739.57,0.0
2017-2018,May,2018,Arizona,86906.93,173044.6,9889.78,162868.82,286.0
2017-2018,May,2018,Arkansas,0.0,0.0,0.0,0.0,0.0
2017-2018,May,2018,California,179407.77,317048.37,118658.75,197288.87,1100.75
2017-2018,May,2018,Colorado,88576.86,145930.85,121418.68,24065.17,447.0
2017-2018,May,2018,Dakota,33474.79,20363.09,1627.07,18736.02,0.0
2017-2018,May,2018,D. C.,0.0,0.0,0.0,0.0,0.0
2017-2018,May,2018,Florida,1283607.69,1019701.57,197059.61,797347.57,25294.39
2017-2018,May,2018,Georgia,1341197.43,1748250.69,349953.7,1296905.6,101391.39
2017-2018,May,2018,Hawaii Pacific,0.0,0.0,0.0,0.0,0.0
2017-2018,May,2018,Illinois,234564.57,397511.3,23213.31,371059.6,3238.39
2017-2018,May,2018,Indiana,119482.03,146353.77,9463.77,135805.56,1084.44
2017-2018,May,2018,Iowa,62119.8,85880.73,85519.83,0.0,360.9
2017-2018,May,2018,Kansas-Nebraska,65586.07,143481.66,36315.32,106086.94,1079.4
2017-2018,May,2018,Kentucky,809591.95,1007890.33,168138.47,822807.72,16944.14
2017-2018,May,2018,Louisiana,590241.14,653157.75,136696.13,512275.72,4185.9
2017-2018,May,2018,Maryland-Delaware,149890.36,202673.63,30418.44,171567.42,687.77
2017-2018,May,2018,Michigan,21709.34,49202.24,5827.13,55919.9,-12544.79
2017-2018,May,2018,Minnesota-Wisconsin,56743.27,49098.72,12141.76,36543.66,413.3
2017-2018,May,2018,Mississippi,981568.41,1686684.01,542720.53,1137971.33,5992.15
2017-2018,May,2018,Missouri,464700.72,866849.0,125636.62,726366.74,14845.64
2017-2018,May,2018,Montana,12371.92,19936.5,913.5,16669.5,2353.5
2017-2018,May,2018,Nevada,49062.82,11763.62,4288.97,7361.6,113.05
2017-2018,May,2018,New England,0.0,0.0,0.0,0.0,0.0
2017-2018,May,2018,New Mexico,85893.86,65832.49,35463.68,29893.72,475.09
2017-2018,May,2018,New York,40052.64,68994.9,33637.18,32758.76,2598.96
2017-2018,May,2018,North Carolina,966433.9,2066828.98,267578.11,1789912.63,9338.24
2017-2018,May,2018,Northwest,73256.62,146428.74,22392.02,122773.66,1263.06
2017-2018,May,2018,Ohio,183020.29,161522.32,13844.91,141581.85,6095.56
2017-2018,May,2018,Oklahoma,923647.35,0.0,0.0,0.0,0.0
2017-2018,May,2018,Pennsylvania-South Jersey,26717.93,38884.12,3744.45,34783.71,355.96
2017-2018,May,2018,Puerto Rico/Virgin Islands,432.35,6662.05,6662.05,0.0,0.0
2017-2018,May,2018,South Carolina,887203.58,1411777.22,194686.91,1203119.48,13970.83
2017-2018,May,2018,Tennessee,1281964.07,2052230.43,465316.95,1546764.18,40149.3
2017-2018,May,2018,Texas - BGCT,1016212.72,1272554.48,322662.15,915086.32,34806.01
2017-2018,May,2018,Texas - SBTC,1115573.64,1502262.87,862670.64,629052.47,10539.76
2017-2018,May,2018,Utah - Idaho,18714.58,41805.51,2884.03,38451.48,470.0
2017-2018,May,2018,Virginia - BGAV,59888.39,437664.4,54572.52,369048.3,14043.58
2017-2018,May,2018,Virginia - SBCV,375112.56,504412.34,102215.37,396439.04,5757.93
2017-2018,May,2018,West Virginia,44492.05,86029.84,14803.06,70753.17,473.61
2017-2018,May,2018,Wyoming,0.0,0.0,0.0,0.0,0.0
2017-2018,May,2018,Churches & Individuals,413450.9,164048.45,15627.29,61254.56,87166.6
2017-2018,Jun,2018,Alabama,1679553.51,2624646.9,268884.66,2322506.47,33255.77
2017-2018,Jun,2018,Alaska,22320.96,18814.15,5633.8,13180.35,0.0
2017-2018,Jun,2018,Arizona,106543.72,156009.02,17101.38,138357.64,550.0
2017-2018,Jun,2018,Arkansas,691958.0,699505.28,96459.08,581979.73,21066.47
2017-2018,Jun,2018,California,218547.35,342822.26,95682.13,246384.76,755.37
2017-2018,Jun,2018,Colorado,14627.93,27330.33,4705.0,21745.56,879.77
2017-2018,Jun,2018,Dakota,9206.3,15132.87,563.8,14569.07,0.0
2017-2018,Jun,2018,D. C.,2072.7,4911.0,1539.0,1656.0,1716.0
2017-2018,Jun,2018,Florida,1328956.08,928272.44,128619.96,776962.48,22690.0
2017-2018,Jun,2018,Georgia,1043577.56,1446030.7,204762.16,1157755.62,83512.92
2017-2018,Jun,2018,Hawaii Pacific,47175.92,149157.55,0.0,0.0,149157.55
2017-2018,Jun,2018,Illinois,184004.35,175395.43,22356.02,148889.7,4149.71
2017-2018,Jun,2018,Indiana,93304.4,31695.6,2894.95,28691.15,109.5
2017-2018,Jun,2018,Iowa,19835.46,12877.88,761.62,11846.26,270.0
2017-2018,Jun,2018,Kansas-Nebraska,61820.56,38692.58,12066.98,25831.64,793.96
2017-2018,Jun,2018,Kentucky,915339.38,976441.93,76072.65,882780.15,17589.13
2017-2018,Jun,2018,Louisiana,538357.66,291669.89,36255.8,249487.52,5926.57
2017-2018,Jun,2018,Maryland-Delaware,135303.6,136667.41,42134.59,93354.31,1178.51
2017-2018,Jun,2018,Michigan,33826.11,35420.73,10055.89,25099.84,265.0
2017-2018,Jun,2018,Minnesota-Wisconsin,29703.42,38515.14,4770.36,33243.03,501.75
2017-2018,Jun,2018,Mississippi,981568.41,1439065.84,116646.62,1319486.74,2932.48
2017-2018,Jun,2018,Missouri,551025.2,881824.87,108331.7,761666.6,11826.57
2017-2018,Jun,2018,Montana,26986.44,24895.63,599.33,23985.3,311.0
2017-2018,Jun,2018,Nevada,50443.74,33726.25,2840.25,30815.0,71.0
2017-2018,Jun,2018,New England,36746.09,75686.11,12615.61,62652.39,418.11
2017-2018,Jun,2018,New Mexico,76902.89,120270.14,93575.99,24894.08,1800.07
2017-2018,Jun,2018,New York,20613.25,57986.49,2478.56,53374.45,2133.48
2017-2018,Jun,2018,North Carolina,1056398.82,2672847.42,315286.42,2338645.61,18915.39
2017-2018,Jun,2018,Northwest,64192.82,68181.69,10767.06,55962.57,1452.06
2017-2018,Jun,2018,Ohio,121027.99,42037.23,8793.52,28534.89,4708.82
2017-2018,Jun,2018,Oklahoma,862284.19,949388.23,160479.55,784825.1,4083.58
2017-2018,Jun,2018,Pennsylvania-South Jersey,31968.73,34197.49,4400.75,29379.26,417.48
2017-2018,Jun,2018,Puerto Rico/Virgin Islands,940.58,0.0,0.0,0.0,0.0
2017-2018,Jun,2018,South Carolina,1041780.36,1331716.09,190387.98,1116944.41,24383.7
2017-2018,Jun,2018,Tennessee,1431248.18,1919085.96,393792.89,1466476.67,58816.4
2017-2018,Jun,2018,Texas - BGCT,849816.25,1336851.04,206465.49,1086562.47,43823.08
2017-2018,Jun,2018,Texas - SBTC,1378682.27,2370802.48,1345578.63,1000333.19,24890.66
2017-2018,Jun,2018,Utah - Idaho,18135.25,53534.38,2204.61,50909.77,420.0
2017-2018,Jun,2018,Virginia - BGAV,65010.6,386464.95,32833.24,351328.57,2303.14
2017-2018,Jun,2018,Virginia - SBCV,334035.86,287872.79,30847.65,253461.96,3563.18
2017-2018,Jun,2018,West Virginia,37685.77,61493.12,5609.29,55199.88,683.95
2017-2018,Jun,2018,Wyoming,19837.02,29841.43,1027.52,28637.27,176.64
2017-2018,Jun,2018,Churches & Individuals,562508.77,142832.98,21692.39,25905.63,95234.96
2017-2018,Jul,2018,Alabama,1505714.25,702592.6,150223.72,519106.47,33262.41
2017-2018,Jul,2018,Alaska,15453.7,16311.92,3748.62,12343.3,220.0
2017-2018,Jul,2018,Arizona,87928.07,45793.79,19587.53,24556.76,1649.5
2017-2018,Jul,2018,Arkansas,1545647.18,756354.18,324104.86,399442.25,32807.07
2017-2018,Jul,2018,California,178992.23,123273.16,14761.62,106633.71,1877.83
2017-2018,Jul,2018,Colorado,19750.39,32621.45,2441.85,29669.6,510.0
2017-2018,Jul,2018,Dakota,3376.72,1314.02,50.02,1264.0,0.0
2017-2018,Jul,2018,D. C.,0.0,0.0,0.0,0.0,0.0
2017-2018,Jul,2018,Florida,1242417.25,437463.68,130221.73,276559.73,30682.22
2017-2018,Jul,2018,Georgia,1020283.59,920421.1,184834.44,665546.98,70039.68
2017-2018,Jul,2018,Hawaii Pacific,15876.84,14840.57,0.0,0.0,14840.57
2017-2018,Jul,2018,Illinois,173471.03,51730.72,13092.28,34713.7,3924.74
2017-2018,Jul,2018,Indiana,43000.0,7000.0,1500.0,5000.0,500.0
2017-2018,Jul,2018,Iowa,21207.57,10317.51,959.2,9081.31,277.0
2017-2018,Jul,2018,Kansas-Nebraska,63881.34,28978.63,11466.86,16696.71,815.06
2017-2018,Jul,2018,Kentucky,815155.95,276461.0,78465.93,183220.53,14774.54
2017-2018,Jul,2018,Louisiana,520220.5,75012.44,25198.5,43306.46,6507.48
2017-2018,Jul,2018,Maryland-Delaware,100011.49,70035.2,35986.83,31709.37,2339.0
2017-2018,Jul,2018,Michigan,25441.09,21426.76,2690.2,17454.56,1282.0
2017-2018,Jul,2018,Minnesota-Wisconsin,0.0,0.0,0.0,0.0,0.0
2017-2018,Jul,2018,Mississippi,981568.41,427780.5,57120.43,367804.98,2855.09
2017-2018,Jul,2018,Missouri,435804.88,243913.21,81954.05,151162.45,10796.71
2017-2018,Jul,2018,Montana,9360.48,1490.89,115.0,1223.89,152.0
2017-2018,Jul,2018,Nevada,41964.63,2567.36,1240.11,1132.0,195.25
2017-2018,Jul,2018,New England,0.0,0.0,0.0,0.0,0.0
2017-2018,Jul,2018,New Mexico,0.0,0.0,0.0,0.0,0.0
2017-2018,Jul,2018,New York,20086.57,10952.69,2434.03,5681.44,2837.22
2017-2018,Jul,2018,North Carolina,917469.31,890373.3,232659.94,631877.88,25835.48
2017-2018,Jul,2018,Northwest,55327.13,25973.61,4785.16,19498.55,1689.9
2017-2018,Jul,2018,Ohio,162693.69,43225.61,10399.34,30460.4,2365.87
2017-2018,Jul,2018,Oklahoma,625888.1,386332.49,96366.84,282894.25,7071.4
2017-2018,Jul,2018,Pennsylvania-South Jersey,19467.54,18564.11,4153.98,13888.98,521.15
2017-2018,Jul,2018,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2017-2018,Jul,2018,South Carolina,833781.84,432024.37,88381.95,332847.78,10794.64
2017-2018,Jul,2018,Tennessee,1221769.81,651363.72,155595.67,452174.12,43593.93
2017-2018,Jul,2018,Texas - BGCT,714719.97,610925.7,221761.95,357973.71,31190.04
2017-2018,Jul,2018,Texas - SBTC,1310868.37,430644.59,172107.08,252934.16,5603.35
2017-2018,Jul,2018,Utah - Idaho,14524.17,12877.94,389.96,11767.98,720.0
2017-2018,Jul,2018,Virginia - BGAV,49193.78,111861.32,9830.84,100917.11,1113.37
2017-2018,Jul,2018,Virginia - SBCV,332557.19,138317.55,28022.66,97309.83,12985.06
2017-2018,Jul,2018,West Virginia,38110.91,29167.92,4676.17,23541.5,950.25
2017-2018,Jul,2018,Wyoming,8590.38,3369.98,178.32,2811.22,380.44
2017-2018,Jul,2018,Churches & Individuals,318039.79,134816.03,13545.5,3537.54,117732.99
2017-2018,Aug,2018,Alabama,1385306.59,494708.13,381019.09,77715.35,35973.69
2017-2018,Aug,2018,Alaska,21017.78,13160.83,2716.47,10444.36,0.0
2017-2018,Aug,2018,Arizona,82711.04,36660.11,19846.69,15672.92,1140.5
2017-2018,Aug,2018,Arkansas,686660.69,141248.0,78687.54,44261.46,18299.0
2017-2018,Aug,2018,California,180853.2,31573.05,12604.56,17034.97,1933.52
2017-2018,Aug,2018,Colorado,1000.0,14987.27,391.87,14022.44,572.96
2017-2018,Aug,2018,Dakota,9665.1,6933.05,2468.06,4464.99,0.0
2017-2018,Aug,2018,D. C.,0.0,0.0,0.0,0.0,0.0
2017-2018,Aug,2018,Florida,1133971.19,270922.97,94212.08,143190.33,33520.56
2017-2018,Aug,2018,Georgia,1036626.39,821868.0,149850.63,591639.84,80377.53
2017-2018,Aug,2018,Hawaii Pacific,16801.72,73595.12,0.0,0.0,73595.12
2017-2018,Aug,2018,Illinois,179847.55,78924.09,42363.77,35608.73,951.59
2017-2018,Aug,2018,Indiana,99292.39,27493.1,9626.23,16677.8,1189.07
2017-2018,Aug,2018,Iowa,35792.76,5676.03,2232.03,2915.0,529.0
2017-2018,Aug,2018,Kansas-Nebraska,74602.69,37677.67,20237.88,16099.25,1340.54
2017-2018,Aug,2018,Kentucky,784021.26,158235.06,64896.53,67240.07,26098.46
2017-2018,Aug,2018,Louisiana,631941.46,92336.69,39850.44,45531.19,6955.06
2017-2018,Aug,2018,Maryland-Delaware,154368.27,18964.65,5580.85,12733.0,650.8
2017-2018,Aug,2018,Michigan,0.0,0.0,0.0,0.0,0.0
2017-2018,Aug,2018,Minnesota-Wisconsin,13919.68,3318.17,1497.82,1754.3,66.05
2017-2018,Aug,2018,Mississippi,981758.41,376068.89,115842.87,255682.32,4543.7
2017-2018,Aug,2018,Missouri,431174.51,199806.23,82938.88,100150.41,16716.94
2017-2018,Aug,2018,Montana,17035.6,4788.1,1979.05,2729.05,80.0
2017-2018,Aug,2018,Nevada,52755.45,2056.09,320.23,1509.5,226.36
2017-2018,Aug,2018,New England,31389.9,17096.59,3400.31,13279.65,416.63
2017-2018,Aug,2018,New Mexico,84386.52,68681.29,7190.22,60000.0,1491.07
2017-2018,Aug,2018,New York,0.0,0.0,0.0,0.0,0.0
2017-2018,Aug,2018,North Carolina,1000622.58,595120.57,193339.85,386763.75,15016.97
2017-2018,Aug,2018,Northwest,64315.18,16549.5,9314.79,3617.11,3617.6
2017-2018,Aug,2018,Ohio,201655.09,34160.2,15311.52,12929.73,5918.95
2017-2018,Aug,2018,Oklahoma,1007681.9,135616.78,84856.2,46609.45,4151.13
2017-2018,Aug,2018,Pennsylvania-South Jersey,28525.76,7119.37,1596.55,3657.2,1865.62
2017-2018,Aug,2018,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2017-2018,Aug,2018,South Carolina,910475.88,409625.6,234143.77,161763.19,13718.64
2017-2018,Aug,2018,Tennessee,1269588.78,487100.64,244841.69,200186.6,42072.35
2017-2018,Aug,2018,Texas - BGCT,968448.38,330047.26,129432.88,170043.64,30570.74
2017-2018,Aug,2018,Texas - SBTC,1062902.0,469379.28,316795.02,147721.49,4862.77
2017-2018,Aug,2018,Utah - Idaho,20826.9,6159.56,618.9,5020.66,520.0
2017-2018,Aug,2018,Virginia - BGAV,49795.26,159445.91,37451.61,105342.7,16651.6
2017-2018,Aug,2018,Virginia - SBCV,431086.79,122124.29,57506.02,60850.21,3768.06
2017-2018,Aug,2018,West Virginia,54826.01,8366.19,2356.51,5217.6,792.08
2017-2018,Aug,2018,Wyoming,7816.79,944.13,0.0,800.11,144.02
2017-2018,Aug,2018,Churches & Individuals,447245.84,173113.01,3720.03,40471.9,128921.08
2017-2018,Sep,2018,Alabama,1835900.29,284275.94,97379.4,146949.14,39947.4
2017-2018,Sep,2018,Alaska,18434.27,2939.86,2246.97,692.89,0.0
2017-2018,Sep,2018,Arizona,91247.21,152982.91,90641.93,59749.31,2591.67
2017-2018,Sep,2018,Arkansas,755405.74,119109.82,78727.99,35864.88,4516.95
2017-2018,Sep,2018,California,169589.94,49898.74,16542.73,32247.96,1108.05
2017-2018,Sep,2018,Colorado,141510.06,68262.62,14290.13,51961.98,2010.51
2017-2018,Sep,2018,Dakota,10215.59,1564.71,549.71,1015.0,0.0
2017-2018,Sep,2018,D. C.,0.0,0.0,0.0,0.0,0.0
2017-2018,Sep,2018,Florida,1311593.48,288320.79,78081.9,68328.6,141910.29
2017-2018,Sep,2018,Georgia,1011636.08,518339.31,27826.73,414021.13,76491.45
2017-2018,Sep,2018,Hawaii Pacific,16869.17,2307.14,0.0,0.0,2307.14
2017-2018,Sep,2018,Illinois,199864.67,33601.55,12749.78,9795.73,11056.04
2017-2018,Sep,2018,Indiana,80270.46,26496.58,8124.43,11622.03,6750.12
2017-2018,Sep,2018,Iowa,37812.3,6675.34,3969.24,2706.1,0.0
2017-2018,Sep,2018,Kansas-Nebraska,57440.69,24889.61,14215.39,7528.96,3145.26
2017-2018,Sep,2018,Kentucky,1060604.36,95407.23,60796.84,28820.29,5790.1
2017-2018,Sep,2018,Louisiana,560379.87,74840.46,37764.0,28060.83,9015.63
2017-2018,Sep,2018,Maryland-Delaware,134947.97,10747.41,4476.14,2727.0,3544.27
2017-2018,Sep,2018,Michigan,25073.7,9035.5,3622.9,4374.6,1038.0
2017-2018,Sep,2018,Minnesota-Wisconsin,28109.58,11612.97,6094.29,4658.67,860.01
2017-2018,Sep,2018,Mississippi,981787.98,180976.35,110956.52,66172.53,3847.3
2017-2018,Sep,2018,Missouri,548758.1,206519.24,131318.4,63233.51,11967.33
2017-2018,Sep,2018,Montana,16551.82,2710.0,1226.25,1353.75,130.0
2017-2018,Sep,2018,Nevada,46683.46,7217.11,522.41,6560.5,134.2
2017-2018,Sep,2018,New England,11139.39,1486.73,616.73,870.0,0.0
2017-2018,Sep,2018,New Mexico,72703.36,108534.23,11655.44,96077.35,801.44
2017-2018,Sep,2018,New York,39525.89,7762.86,1609.96,2890.28,3262.62
2017-2018,Sep,2018,North Carolina,1066568.39,521711.42,304660.35,199096.57,17954.5
2017-2018,Sep,2018,Northwest,67102.78,13649.82,4694.72,7555.12,1399.98
2017-2018,Sep,2018,Ohio,149209.08,18457.53,10498.96,4541.45,3417.12
2017-2018,Sep,2018,Oklahoma,686359.36,81533.89,61691.52,16581.95,3260.42
2017-2018,Sep,2018,Pennsylvania-South Jersey,23948.52,7592.78,5038.0,2444.0,110.78
2017-2018,Sep,2018,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2017-2018,Sep,2018,South Carolina,935313.91,202549.83,100516.42,85826.25,16207.16
2017-2018,Sep,2018,Tennessee,1398499.38,292896.61,122790.49,96876.37,73229.75
2017-2018,Sep,2018,Texas - BGCT,816561.79,349315.73,172734.95,135464.35,41116.43
2017-2018,Sep,2018,Texas - SBTC,1260944.77,173088.76,99865.66,41190.01,32033.09
2017-2018,Sep,2018,Utah - Idaho,15314.94,874.0,166.0,153.0,555.0
2017-2018,Sep,2018,Virginia - BGAV,48946.97,35937.8,14532.01,20693.06,712.73
2017-2018,Sep,2018,Virginia - SBCV,319001.22,51363.24,29812.83,17171.1,4379.31
2017-2018,Sep,2018,West Virginia,44675.94,4722.84,3197.54,841.61,683.69
2017-2018,Sep,2018,Wyoming,11667.03,3918.36,987.03,2754.46,176.87
2017-2018,Sep,2018,Churches & Individuals,384190.71,730959.07,6873.51,2685.68,721399.88
2018-2019,Oct,2018,Alabama,1214219.01,283852.28,142663.89,104988.89,36199.5
2018-2019,Oct,2018,Alaska,17336.25,5986.29,5161.89,824.4,0.0
2018-2019,Oct,2018,Arizona,68531.46,7896.34,3042.57,4409.27,444.5
2018-2019,Oct,2018,Arkansas,820992.43,251529.4,150466.14,66716.52,34346.74
2018-2019,Oct,2018,California,185614.68,15210.8,9004.94,5145.55,1060.31
2018-2019,Oct,2018,Colorado,115023.03,22328.95,6302.73,13653.0,2373.22
2018-2019,Oct,2018,Dakota,5038.8,50.0,0.0,50.0,0.0
2018-2019,Oct,2018,D. C.,0.0,0.0,0.0,0.0,0.0
2018-2019,Oct,2018,Florida,1043937.6,158929.12,98046.08,40164.44,20718.6
2018-2019,Oct,2018,Georgia,1043626.44,333504.44,126871.56,149258.94,57373.94
2018-2019,Oct,2018,Hawaii Pacific,0.0,0.0,0.0,0.0,0.0
2018-2019,Oct,2018,Illinois,190873.68,85201.0,60572.87,18514.22,6113.91
2018-2019,Oct,2018,Indiana,48822.35,10047.11,4543.1,4741.71,762.3
2018-2019,Oct,2018,Iowa,18170.66,9568.25,5815.29,3752.96,0.0
2018-2019,Oct,2018,Kansas-Nebraska,54075.45,26115.19,13074.15,9337.46,3703.58
2018-2019,Oct,2018,Kentucky,643181.42,91954.98,50924.9,28441.11,12588.97
2018-2019,Oct,2018,Louisiana,603061.17,69111.46,32773.22,28353.53,7984.71
2018-2019,Oct,2018,Maryland-Delaware,133424.88,14614.28,5302.39,3761.8,5550.09
2018-2019,Oct,2018,Michigan,24701.33,3586.6,2057.8,1360.8,168.0
2018-2019,Oct,2018,Minnesota-Wisconsin,0.0,0.0,0.0,0.0,0.0
2018-2019,Oct,2018,Mississippi,981378.41,277968.16,171472.48,100537.29,5958.39
2018-2019,Oct,2018,Missouri,401835.35,140331.59,80158.49,47844.95,12328.15
2018-2019,Oct,2018,Montana,12873.08,671.28,151.14,135.14,385.0
2018-2019,Oct,2018,Nevada,43328.65,773.71,339.01,370.7,64.0
2018-2019,Oct,2018,New England,17529.75,7889.71,6515.33,1206.85,167.53
2018-2019,Oct,2018,New Mexico,70621.08,48831.56,23302.28,24321.72,1207.56
2018-2019,Oct,2018,New York,16186.44,6430.2,1849.35,4087.45,493.4
2018-2019,Oct,2018,North Carolina,736761.7,222698.0,127647.89,85029.26,10020.85
2018-2019,Oct,2018,Northwest,78780.41,17971.25,12566.58,1535.08,3869.59
2018-2019,Oct,2018,Ohio,152522.74,23862.05,7684.45,13280.86,2896.74
2018-2019,Oct,2018,Oklahoma,792161.57,107801.35,75043.23,28263.62,4494.5
2018-2019,Oct,2018,Pennsylvania-South Jersey,26550.86,4032.96,536.19,2760.99,735.78
2018-2019,Oct,2018,Puerto Rico/Virgin Islands,1773.44,524.0,524.0,0.0,0.0
2018-2019,Oct,2018,South Carolina,732767.58,136803.93,76031.59,45250.71,15521.63
2018-2019,Oct,2018,Tennessee,1099254.47,258028.94,132578.47,87853.27,37597.2
2018-2019,Oct,2018,Texas - BGCT,905799.18,217826.67,116623.98,67099.44,34103.25
2018-2019,Oct,2018,Texas - SBTC,1185240.29,217401.04,174921.74,35993.64,6485.66
2018-2019,Oct,2018,Utah - Idaho,15386.94,867.69,309.69,108.0,450.0
2018-2019,Oct,2018,Virginia - BGAV,30114.11,42427.18,20136.61,11550.41,10740.16
2018-2019,Oct,2018,Virginia - SBCV,420735.92,67075.5,50241.06,12098.9,4735.54
2018-2019,Oct,2018,West Virginia,49444.42,3882.0,2464.55,319.49,1097.96
2018-2019,Oct,2018,Wyoming,6699.36,456.26,15.7,115.7,324.86
2018-2019,Oct,2018,Churches & Individuals,446260.97,148417.09,38966.4,9582.66,99868.03
2018-2019,Nov,2018,Alabama,1623502.49,188697.36,85305.39,62368.44,41023.53
2018-2019,Nov,2018,Alaska,23929.08,6505.67,5310.35,505.32,690.0
2018-2019,Nov,2018,Arizona,98698.53,19594.83,16052.04,2015.01,1527.78
2018-2019,Nov,2018,Arkansas,675411.01,146192.99,87696.21,29606.7,28890.08
2018-2019,Nov,2018,California,196905.27,55481.62,29971.31,19551.92,5958.39
2018-2019,Nov,2018,Colorado,14711.18,8711.79,7825.45,751.34,135.0
2018-2019,Nov,2018,Dakota,9252.68,1417.41,729.41,688.0,0.0
2018-2019,Nov,2018,D. C.,0.0,0.0,0.0,0.0,0.0
2018-2019,Nov,2018,Florida,1361295.69,151129.33,86492.55,40462.27,24174.51
